Country,code,sdgi_s,sdgi_r,missp,sdgi_regscore,region,ic,pop_2019,gdppcppp_2017,sdg1_wpc,year_sdg1_wpc,col_sdg1_wpc,sdg1_natpov,year_sdg1_natpov,col_sdg1_natpov,sdg1_social,year_sdg1_social,col_sdg1_social,sdg2_undernsh,year_sdg2_undernsh,col_sdg2_undernsh,sdg2_stunting,year_sdg2_stunting,col_sdg2_stunting,sdg2_wasting,year_sdg2_wasting,col_sdg2_wasting,sdg2_obesity,year_sdg2_obesity,col_sdg2_obesity,sdg2_crlyld,year_sdg2_crlyld,col_sdg2_crlyld,sdg2_fertilizer,year_sdg2_fertilizer,col_sdg2_fertilizer,sdg3_matmort,year_sdg3_matmort,col_sdg3_matmort,sdg3_births,year_sdg3_births,col_sdg3_births,sdg3_neonat,year_sdg3_neonat,col_sdg3_neonat,sdg3_u5mort,year_sdg3_u5mort,col_sdg3_u5mort,sdg3_hiv,year_sdg3_hiv,col_sdg3_hiv,sdg3_art,year_sdg3_art,col_sdg3_art,sdg3_tb,year_sdg3_tb,col_sdg3_tb,sdg3_malatreat,year_sdg3_malatreat,col_sdg3_malatreat,sdg3_malmort,year_sdg3_malmort,col_sdg3_malmort,sdg3_ntds,year_sdg3_ntds,col_sdg3_ntds,sdg3_ncds,year_sdg3_ncds,col_sdg3_ncds,sdg3_traffic,year_sdg3_traffic,col_sdg3_traffic,sdg3_fertility,year_sdg3_fertility,col_sdg3_fertility,sdg3_uhc,year_sdg3_uhc,col_sdg3_uhc,sdg3_pollmort,year_sdg3_pollmort,col_sdg3_pollmort,sdg3_vac,year_sdg3_vac,col_sdg3_vac,sdg3_lifee,year_sdg3_lifee,col_sdg3_lifee,sdg3_swb,year_sdg3_swb,col_sdg3_swb,sdg4_primary,year_sdg4_primary,col_sdg4_primary,sdg4_schlyrs,year_sdg4_schlyrs,col_sdg4_schlyrs,sdg4_literacy,year_sdg4_literacy,col_sdg4_literacy,sdg4_secedu,year_sdg4_secedu,col_sdg4_secedu,sdg5_marriage,year_sdg5_marriage,col_sdg5_marriage,sdg5_fgm,year_sdg5_fgm,col_sdg5_fgm,sdg5_parl,year_sdg5_parl,col_sdg5_parl,sdg5_minister,year_sdg5_minister,col_sdg5_minister,sdg5_familypl,year_sdg5_familypl,col_sdg5_familypl,sdg5_edat,year_sdg5_edat,col_sdg5_edat,sdg5_lfpr,year_sdg5_lfpr,col_sdg5_lfpr,sdg6_water,year_sdg6_water,col_sdg6_water,sdg6_sanita,year_sdg6_sanita,col_sdg6_sanita,sdg6_freshwat,year_sdg6_freshwat,col_sdg6_freshwat,sdg6_gwd,year_sdg6_gwd,col_sdg6_gwd,sdg6_wastewat,year_sdg6_wastewat,col_sdg6_wastewat,sdg7_elecac,year_sdg7_elecac,col_sdg7_elecac,sdg7_cleanfuel,year_sdg7_cleanfuel,col_sdg7_cleanfuel,sdg7_renewable,year_sdg7_renewable,col_sdg7_renewable,sdg7_elecafford,year_sdg7_elecafford,col_sdg7_elecafford,sdg8_gdpgrowth,year_sdg8_gdpgrowth,col_sdg8_gdpgrowth,sdg8_employment,year_sdg8_employment,col_sdg8_employment,sdg8_slavery,year_sdg8_slavery,col_sdg8_slavery,sdg8_accounts,year_sdg8_accounts,col_sdg8_accounts,sdg8_business,year_sdg8_business,col_sdg8_business,sdg9_infrsc,year_sdg9_infrsc,col_sdg9_infrsc,sdg9_lpi,year_sdg9_lpi,col_sdg9_lpi,sdg9_rdex,year_sdg9_rdex,col_sdg9_rdex,sdg9_articles,year_sdg9_articles,col_sdg9_articles,sdg9_mobuse,year_sdg9_mobuse,col_sdg9_mobuse,sdg9_intuse,year_sdg9_intuse,col_sdg9_intuse,sdg10_adjgini,year_sdg10_adjgini,col_sdg10_adjgini,sdg10_afrpalma,year_sdg10_afrpalma,col_sdg10_afrpalma,sdg11_slums,year_sdg11_slums,col_sdg11_slums,sdg11_pipedwat,year_sdg11_pipedwat,col_sdg11_pipedwat,sdg11_transport,year_sdg11_transport,col_sdg11_transport,sdg11_pm25,year_sdg11_pm25,col_sdg11_pm25,sdg12_msw,year_sdg12_msw,col_sdg12_msw,sdg12_ewaste,year_sdg12_ewaste,col_sdg12_ewaste,sdg12_rgi,year_sdg12_rgi,col_sdg12_rgi,sdg12_prodso2,year_sdg12_prodso2,col_sdg12_prodso2,sdg12_so2,year_sdg12_so2,col_sdg12_so2,sdg13_affected,year_sdg13_affected,col_sdg13_affected,sdg13_co2pc,year_sdg13_co2pc,col_sdg13_co2pc,sdg13_co2import,year_sdg13_co2import,col_sdg13_co2import,sdg13_co2export,year_sdg13_co2export,col_sdg13_co2export,sdg14_plastic,year_sdg14_plastic,col_sdg14_plastic,sdg14_cleanwat,year_sdg14_cleanwat,col_sdg14_cleanwat,sdg14_cpma,year_sdg14_cpma,col_sdg14_cpma,sdg14_fishstocks,year_sdg14_fishstocks,col_sdg14_fishstocks,sdg14_trawl,year_sdg14_trawl,col_sdg14_trawl,sdg15_cpta,year_sdg15_cpta,col_sdg15_cpta,sdg15_forchg,year_sdg15_forchg,col_sdg15_forchg,sdg15_redlist,year_sdg15_redlist,col_sdg15_redlist,sdg15_impbiothr,year_sdg15_impbiothr,col_sdg15_impbiothr,sdg16_homicides,year_sdg16_homicides,col_sdg16_homicides,sdg16_conflict,year_sdg16_conflict,col_sdg16_conflict,sdg16_safe,year_sdg16_safe,col_sdg16_safe,sdg16_clabor,year_sdg16_clabor,col_sdg16_clabor,sdg16_afrprs,year_sdg16_afrprs,col_sdg16_afrprs,sdg16_justice,year_sdg16_justice,col_sdg16_justice,sdg16_cpi,year_sdg16_cpi,col_sdg16_cpi,sdg16_afrgoveff,year_sdg16_afrgoveff,col_sdg16_afrgoveff,sdg16_u5reg,year_sdg16_u5reg,col_sdg16_u5reg,sdg16_rsf,year_sdg16_rsf,col_sdg16_rsf,sdg17_afrtaxrev,year_sdg17_afrtaxrev,col_sdg17_afrtaxrev,sdg17_govex,year_sdg17_govex,col_sdg17_govex,sdg17_tariff,year_sdg17_tariff,col_sdg17_tariff,sdg17_visa,year_sdg17_visa,col_sdg17_visa,sdg17_statcap,year_sdg17_statcap,col_sdg17_statcap,goal1,goal2,goal3,goal4,goal5,goal6,goal7,goal8,goal9,goal10,goal11,goal12,goal13,goal14,goal15,goal16,goal17,sdg1,sdg2,sdg3,sdg4,sdg5,sdg6,sdg7,sdg8,sdg9,sdg10,sdg11,sdg12,sdg13,sdg14,sdg15,sdg16,sdg17
Algeria,dz,65.77,3,0.03125,62.26497401,North,UMIC,42679018,13900.15811,0.3027327882,2019,green,5.5,2011,green,,,,4.7,2016,green,11.7,2012,yellow,4.1,2012,green,27.4,2016,orange,1.5607,2016,orange,22.31527317,2016,orange,140,2015,orange,96.6,2013,yellow,14.9,2017,yellow,24,2017,green,0.03,2017,green,80,2017,yellow,70,2017,orange,,,,0,2017,green,85.57,2017,green,14.2,2016,green,23.7,2015,orange,10.4216,2016,green,72.332,2017,yellow,50,2016,yellow,88,2017,yellow,76.4,2016,yellow,5.043086212,2018,yellow,97.54668,2017,yellow,8,2017,orange,93.76733,2008,yellow,79,2016,yellow,2.5,2013,green,0,2017,green,25.8,2018,orange,13.3,2019,red,77.2,2013,yellow,88.37209302,2017,yellow,22.78253025,2018,red,93.46642653,2015,green,87.48768636,2015,yellow,87.99,2014,orange,7.4514779,2010,yellow,46.11,2016,yellow,99.43956757,2016,green,92.62,2016,green,0.0589586841,2015,red,0,2017,red,1.100057052,2017,orange,36.3,2018,red,2.654709123,2018,green,42.77662659,2017,red,78.07,2019,yellow,62.9,2017,yellow,2.421383,2018,yellow,0.0660400018,2005,red,0.1095181575,2016,orange,78.39726433,2017,green,47.69105515,2017,orange,31.49844408,2011,yellow,0.99,2017,green,,,,81.87799046,2015,yellow,57.65875712,2018,yellow,38.884,2017,red,1.21,2012,yellow,6.2,2016,yellow,40.288,2017,orange,8.524236424,2010,green,0.699180906,2010,green,195.1712896,2018,yellow,3.447761925,2016,orange,-0.1214416342,2016,green,3194.069117,2017,yellow,58.0694479,2014,orange,40.47,2018,red,54.89155,2018,green,65.20347965,2014,red,29.615703,2014,yellow,38.81398,2018,yellow,0.6339584628,2015,red,0.90421,2018,green,0.746507099,2015,green,1.359366012,2015,green,0.187513304,2017,yellow,64.25460583,2018,yellow,5,2016,yellow,47.4,2017,orange,60.6,2017,yellow,35,2018,orange,34.7,2017,orange,99.6,2016,green,43.13,2018,orange,17.29678488,2019,orange,7.36218067,2008,orange,3.94,2014,yellow,141,2015,red,56.66666667,2018,orange,99.79150634,50.46363896,77.55602728,77.51358014,59.3432485,63.55848947,47.96321261,52.3301889,39.41086227,91.55588862,66.61166694,71.80163296,94.2772371,43.11296469,66.79852782,66.02294803,49.93761553,green,orange,orange,orange,red,orange,red,red,orange,yellow,orange,orange,yellow,red,orange,orange,orange
Angola,ao,49.26,38,0.0625,55.94273324,Southern,LMIC,31787566,6051.579368,30.77722898,2019,red,36.6,2008,orange,,,,23.9,2016,red,37.6,2016,red,4.9,2016,green,8.2,2016,green,0.9347,2016,red,7.982742945,2016,red,477,2015,red,46.9,2016,red,29.1,2017,red,81.1,2017,red,0.99,2017,orange,26,2017,red,359,2017,red,76.7,2016,green,44.70827865,2017,orange,21.35,2017,red,16.5,2016,yellow,24.4,2015,orange,154.4722,2016,red,43.174,2017,red,119,2016,orange,42,2017,red,62.6,2016,orange,3.79483795,2014,red,,,,5.1,2017,red,77.43113,2014,orange,,,,30.3,2016,orange,0,2017,green,30.5,2018,yellow,34.4,2019,yellow,24.2,2016,red,,,,94.14080569,2018,green,41.00586762,2015,red,39.42942284,2015,red,0.68,2014,green,2.136119557,2010,green,0,2016,red,40.52060699,2016,red,48.05,2016,orange,49.56821033,2015,orange,99,2017,yellow,-1.824279277,2017,red,72.04,2018,yellow,7.151361332,2018,orange,29.31812096,2014,red,80.52,2019,yellow,21.8,2017,red,1.857143,2018,orange,,,,0.0013570045,2016,red,14.61863681,2017,red,14.33907936,2017,red,42.7,,yellow,2.15,2017,orange,55.5,2014,red,54.93455151,2015,red,32.20611044,2014,red,32.389,2017,red,0.48,2012,green,3.3,2016,green,50.175,2017,orange,0.8244214486,2010,green,0.2756142082,2010,green,986.3938135,2018,red,1.336180937,2016,green,-0.4370627352,2016,green,11139.5742,2017,red,70.7150141,2014,red,52.73,2018,orange,0.90568,2018,red,10.85,2014,green,28.9343791,2014,yellow,28.36736,2018,orange,0.2059065211,2015,yellow,0.93592,2018,green,1.062024776,2015,green,4.849349402,2012,red,0.0975407977,2017,yellow,46.21470938,2014,orange,23.4,2016,red,30.4,2017,red,46.1,2017,orange,19,2018,red,11.4,2017,red,25,2016,red,38.35,2018,orange,9.221548594,2019,red,5.17816161,2010,red,,,,157,2015,red,52.22223333,2018,orange,58.43602685,39.75799585,35.56845176,42.25200203,63.31006011,45.96170507,58.20716971,56.47247152,8.445873256,39.5290493,34.46758453,83.22558336,90.89123151,43.372129,72.87709624,40.46028022,24.21071448,orange,red,red,orange,orange,red,orange,red,red,orange,red,yellow,red,red,yellow,red,red
Benin,bj,51.52,29,0.0416666667,52.6123559,West,LIC,11801595,2069.194923,45.35497243,2019,red,40.1,2015,orange,3.600064066,2003,red,10.4,2016,yellow,34,2014,red,4.5,2014,green,9.6,2016,green,1.4559,2016,orange,14.74760742,2016,orange,405,2015,red,77.2,2014,orange,32.7,2017,red,98.3,2017,red,0.37,2017,yellow,55,2017,orange,58,2017,orange,13.1,2014,red,65.57088366,2017,red,78.02,2017,green,19.6,2016,yellow,27.7,2015,red,88.1498,2016,red,50.6,2017,orange,205,2016,red,74,2017,orange,61.1,2016,orange,5.819827068,2018,yellow,97.03366,2017,yellow,3.6,2017,red,52.49247,2012,red,46,2016,red,25.9,2014,orange,9.2,2014,yellow,7.2,2018,red,18.2,2019,orange,24.5,2014,red,69.76744186,2017,orange,94.20506966,2018,green,67.0172867,2015,orange,13.93011225,2015,red,0.71,2014,green,7.127040524,2010,yellow,0.0168,2016,red,41.40261459,2016,red,6.44,2016,red,50.86261794,2015,orange,74.53,2016,yellow,2.21461357,2017,orange,69.7,2018,yellow,5.458588239,2018,yellow,38.48922348,2017,red,90.6,2019,green,38.8,2017,orange,2.496995,2018,yellow,0,,red,0.0153877313,2016,red,12.04507068,2017,red,14.11901233,2017,red,50.14486611,2015,orange,2.94,2017,red,61.5,2014,red,56.63343074,2015,red,48.40182478,2018,orange,39,2017,red,0.54,2012,green,0.7,2016,green,,,,0.8166668856,2010,green,0.7087551344,2010,green,,,,0.5049530467,2016,green,0.186226864,2016,green,0.0016209795,2017,green,82.847811,2014,red,16.67,2018,red,,,,,,,1.4741024,2014,green,77.38324,2018,green,0.1930263501,2015,yellow,0.90994,2018,green,0.6397027803,2015,green,6.182763481,2015,red,0,2017,green,50.42976402,2018,orange,52.5,2016,red,60.4,2017,yellow,97.7,2017,green,40,2018,orange,38.8,2017,orange,84.8,2016,yellow,30.16,2018,yellow,16.08786754,2019,orange,5.16025423,2015,red,6.56,2013,orange,105,2015,orange,75.5556,2018,green,31.67756795,48.12057205,46.68792154,39.14779023,48.56080252,46.63918157,42.07305662,68.76366628,15.61277142,18.10582238,39.44481396,95.70253163,97.34993441,34.43683177,84.71429481,61.08354996,57.76975757,red,orange,red,red,red,red,red,orange,red,orange,red,green,green,red,yellow,red,orange
Botswana,bw,61.64,8,0.043956044,55.94273324,Southern,UMIC,2374636,15473.92262,16.20428312,2019,orange,19.3,2009,yellow,91.63193861,2009,green,28.5,2016,red,31.4,2007,red,7.2,2007,yellow,18.9,2016,yellow,0.4528,2016,red,89.572417,2016,green,129,2015,orange,99.7,2015,green,25.4,2017,red,37.6,2017,yellow,7.47,2017,red,84,2017,yellow,300,2017,red,,,,0.3054553008,2017,green,30.62,2017,orange,20.3,2016,yellow,21,2015,orange,31.7182,2016,yellow,66.583,2017,yellow,101,2016,orange,95,2017,green,66.1,2016,yellow,3.504881054,2017,red,89.04661,2014,yellow,9.3,2017,yellow,97.7,2014,green,94,2014,yellow,,,,0,2017,green,9.5,2018,red,15.8,2019,red,78.2,,yellow,96.84210526,2017,yellow,83.93352545,2018,green,79.17398525,2015,yellow,59.95590634,2015,orange,2.09,2014,green,8.165070136,2010,yellow,0.95,2016,red,60.68839645,2016,red,64.08,2016,yellow,28.87982699,2015,red,,,,2.187098152,2017,orange,59.32,2018,yellow,3.43257359,2018,green,51.03245544,2017,orange,76.22,2019,orange,67.2,2017,yellow,2.95539,2016,yellow,0.5372800231,2013,orange,0.1006994747,2016,orange,66.89270359,2017,yellow,41.41379464,2017,orange,63.03411126,2009,red,5.84,2017,red,,,,99.44757035,2015,green,63.48163681,2017,yellow,23.094,2017,orange,1.03,2012,yellow,7.6,2016,yellow,40.375,2017,orange,15.37794019,2010,yellow,10.02750173,2010,orange,107.6334103,2018,yellow,3.137415232,2016,yellow,4.342182244,2016,red,58.55222352,2017,green,,,,,,,,,,,,,,,,47.10209,2018,yellow,0.0235994874,2015,green,0.97963,2018,green,6.763611135,2015,yellow,15.0382209,2010,red,0,2017,green,33.78496297,2017,red,9,2016,yellow,88.3,2017,green,79.8,2017,yellow,61,2018,green,65.9,2017,yellow,83.2,2016,yellow,25.29,2018,yellow,32.61303796,2019,green,14.11774976,2009,green,0,2014,green,108,2015,orange,54.44443333,2018,orange,85.02334308,44.77321218,57.13496652,81.85639449,64.19271467,60.58354422,49.87937386,63.77674752,43.29830857,0,82.52165673,63.40042548,71.50773111,55.79083723,78.13718335,71.47249902,74.45326493,yellow,red,red,yellow,red,orange,red,orange,orange,red,yellow,orange,orange,gray,yellow,red,orange
Burkina Faso,bf,53.48,20,0.010989011,52.6123559,West,LIC,20321560,1696.225477,28.37371557,2019,red,40.1,2014,orange,1.825540327,2014,red,21.3,2016,red,27.3,2016,red,7.6,2016,yellow,5.6,2016,green,1.1814,2016,red,21.7735166,2016,orange,371,2015,red,79.8,2015,orange,25.4,2017,red,81.2,2017,red,0.23,2017,yellow,65,2017,orange,49,2017,yellow,27.8,2014,orange,144.7947006,2017,red,90.92,2017,green,21.7,2016,yellow,30.7,2015,red,106.5448,2016,red,51.072,2017,orange,206,2016,red,88,2017,yellow,60.3,2016,orange,4.927236123,2018,orange,76.42373,2017,orange,1.5,2017,red,50.0963,2014,red,37,2017,red,51.6,2010,red,75.8,2010,red,11,2018,red,14.3,2019,red,45,2017,red,50,2017,red,77.20965199,2018,green,53.85759552,2015,orange,22.53208118,2015,red,9.49,2014,green,7.140024888,2010,yellow,0,2016,red,19.16471291,2016,red,8.93,2016,red,74.16718786,2015,yellow,90,2017,yellow,2.202945415,2017,orange,62.6,2018,yellow,4.522911071,2018,yellow,43.15999222,2017,red,88.19,2019,green,35.1,2017,orange,2.430736,2018,yellow,0.2218299955,2014,red,0.0118950364,2016,red,28.81935555,2017,red,15.87620691,2017,red,35.28248668,2014,yellow,1.48,2017,yellow,65.8,2014,red,75.84973606,2015,orange,48.51478925,2018,orange,42.936,2017,red,0.51,2012,green,0.6,2016,green,66.484,2017,yellow,0.8166668856,2010,green,0.7087551344,2010,green,5774.242065,2018,red,0.1335376048,2016,green,0.1346846045,2016,green,0,2017,green,,,,,,,,,,,,,,,,71.83337,2018,green,,,,0.98912,2018,green,0.7431231523,2015,green,0.3699486003,2015,green,0.1616829885,2017,yellow,61.90731024,2018,yellow,39.2,2016,red,53.1,2017,orange,81.2,2017,green,41,2018,orange,45.7,2017,orange,76.9,2016,orange,23.33,2018,green,18.28168799,2019,orange,5.70430007,2015,red,5.89,2013,orange,94,2015,orange,75.55556667,2018,green,38.88278036,45.57087873,47.19955955,21.42043609,28.77463122,44.14834555,46.86208051,66.58039129,18.28144153,70.91375116,43.38749131,88.92841123,90.78713343,44.27088423,88.43663181,62.82470941,61.91710474,red,red,red,red,red,red,red,orange,red,yellow,red,yellow,yellow,gray,green,orange,orange
Burundi,bi,50.25,34,0.032967033,48.83643856,East,LIC,11575964,668.4789843,75.59309501,2019,red,64.9,2014,red,,,,,,,55.9,2016,red,5.1,2016,yellow,5.4,2016,green,1.5196,2016,orange,5.424258372,2016,red,712,2015,red,85.1,2017,yellow,22.1,2017,red,61.2,2017,red,0.29,2017,yellow,77,2017,yellow,114,2017,red,68.8976378,2012,green,48.35126601,2017,orange,95.24,2017,green,22.9,2016,orange,32.7,2015,red,27.4016,2016,yellow,45.077,2017,red,180,2016,orange,90,2017,green,60.1,2016,orange,3.775283036,2018,red,96.63138,2017,yellow,3,2017,red,79.55961,2014,orange,41,2017,red,20.4,2010,orange,0,2017,green,36.4,2018,yellow,26.1,2019,orange,39.3,2017,red,72.97297297,2017,orange,103.6290128,2018,green,55.93411981,2015,orange,50.46031707,2015,orange,3.09,2014,green,0.2105555252,2010,green,0,2016,red,7.588477135,2016,red,0.85,2016,red,95.67892425,2015,green,50,2017,orange,-2.017047061,2017,red,77.83,2018,green,39.95421544,2018,red,7.105758667,2014,red,94.84,2019,green,37.6,2017,orange,1.952865,2018,orange,0,,red,0.0010167124,2016,red,12.57910697,2017,red,5.594670768,2017,red,39.19036388,2013,yellow,1.73,2017,yellow,57.9,2014,red,86.92066637,2015,yellow,39.42787486,2018,orange,38.896,2017,red,0.55,2012,green,0.5,2016,green,,,,1.082023904,2010,green,0.5575302015,2010,green,78.35122805,2018,green,0.0411435943,2016,green,0.0642197669,2016,green,0,2017,green,,,,,,,,,,,,,,,,51.18583,2018,green,0.1659738233,2015,yellow,0.92126,2018,green,0.2886286252,2015,green,6.020521997,2016,red,0.3267294607,2017,yellow,65.72054256,2018,yellow,26.3,2016,red,38.4,2017,orange,35.8,2017,red,17,2018,red,20.3,2017,red,75.2,2016,orange,55.26,2018,red,14.00235712,2019,orange,9.64857677,2015,yellow,50.01,2014,red,147,2015,red,56.6667,2018,orange,7.963246554,36.3591806,53.48255667,48.51321838,66.64797198,54.28710286,37.5,44.8227247,10.04534641,57.59719875,43.89870118,95.87543605,99.34606151,38.61819752,79.34124156,46.7320432,33.22840144,red,red,red,red,orange,orange,red,red,red,yellow,red,green,green,gray,yellow,red,red
Cabo Verde,cm,64.08,5,0.1354166667,52.6123559,West,LMIC,560349,6283.162846,15.47348,2019,orange,35,2015,orange,33.82981785,2007,orange,12.3,2016,yellow,,,,,,,11.8,2016,yellow,0.178,2016,red,,,,42,2015,green,91.4,2015,yellow,10.4,2017,green,17.4,2017,green,0.24,2017,yellow,75,2017,yellow,134,2017,red,,,,0.1830201249,2017,green,61.42,2016,yellow,17.2,2016,yellow,21.3,2015,orange,74.7374,2016,red,68.25,2017,yellow,99,2016,yellow,96,2017,green,73.2,2016,yellow,,,,86.20393,2017,yellow,6.1,2017,orange,98.11131,2015,green,74,2017,orange,18,2005,yellow,0,2017,green,23.6,2018,orange,21.4,2019,orange,73.2,2005,yellow,92.1875,2017,yellow,69.81374615,2018,yellow,86.45935273,2015,yellow,65.20696389,2015,yellow,8.97,2014,green,5.452258831,2010,yellow,19.4,2016,orange,92.61158752,2016,yellow,71.05,2016,yellow,26.5797159,2015,red,,,,0.9850628713,2017,orange,60.62,2018,yellow,4.10503118,2018,yellow,,,,83.51,2019,yellow,63.5,2017,yellow,,,,0.0726400018,2011,red,0.0150122322,2016,red,69.89081019,2017,yellow,57.16214635,2017,yellow,50.01551211,2007,orange,2.71,2017,red,,,,97.46240461,2015,yellow,,,,34.779,2017,red,0.5,2012,green,4.6,2016,green,,,,0.8166668856,2010,green,0.7087551344,2010,green,1.68883101,2018,green,1.276966417,2016,green,1.12329253,2016,orange,5.177406144E-06,2017,green,73.7316557,2014,red,59.85,2018,yellow,4.56951,2018,red,26.8,2014,yellow,33.7147612,2014,yellow,15.14259,2018,orange,,,,0.88206,2018,yellow,4.688470295,2015,green,11.48582908,2016,red,0,2017,green,,,,6.4,2016,yellow,77.1,2017,yellow,89.4,2017,green,57,2018,yellow,59.1,2017,yellow,91,2016,yellow,20.39,2018,green,23.80734015,2019,yellow,8.553975,2015,yellow,11.21,2013,red,38,2015,green,71.1111,2018,yellow,58.07721511,47.68606958,73.87932109,67.61078406,66.93674409,69.14164207,63.11393132,68.63524183,41.69323153,18.28801111,81.00379634,91.79576005,89.87492052,40.43058829,54.70642593,81.41958043,75.03617179,orange,orange,red,orange,orange,orange,orange,orange,red,orange,orange,green,yellow,red,yellow,orange,orange
Cameroon,cv,51.57,28,0.0416666667,45.70234889,Central,LMIC,25312993,3383.460806,21.40545774,2019,red,37.5,2014,orange,1.050334025,2014,red,7.3,2016,green,31.7,2014,red,5.2,2014,yellow,11.4,2016,yellow,1.6437,2016,orange,9.667529139,2016,orange,596,2015,red,64.7,2014,red,25.5,2017,red,84,2017,red,1.24,2017,red,49,2017,orange,194,2017,red,15.1,2014,red,48.08402457,2017,orange,85.81,2017,green,21.6,2016,yellow,28.1,2015,red,108.8318,2016,red,53.01,2017,orange,208,2016,red,77,2017,yellow,58.1,2016,orange,5.250737476,2018,yellow,95.20049,2017,yellow,6.3,2017,orange,80.57444,2010,orange,49,2016,red,31,2014,orange,1.4,2004,yellow,31.1,2018,yellow,18.6,2019,orange,40.1,2014,red,61.84210526,2017,orange,87.80403677,2018,green,65.27996628,2015,orange,38.83498513,2015,red,0.48,2014,green,5.089591786,2010,yellow,0,2016,red,60.07476807,2016,red,23.04,2016,red,76.53840041,2015,green,100,2017,green,2.293820568,2017,orange,73.7,2018,yellow,6.867205692,2018,yellow,34.59078979,2017,red,86.26,2019,green,45.7,2017,orange,2.57248,2018,yellow,,,,0.0285888731,2016,red,17.72282524,2017,red,23.20297197,2017,red,47.66769707,2014,orange,2.69,2017,red,37.8,2014,red,61.4598823,2015,orange,47.24601904,2018,orange,72.793,2017,red,0.77,2012,green,0.8,2016,green,59.31,2017,yellow,0.980520245,2010,green,0.1165557925,2010,green,436.367984,2018,orange,0.5247621835,2016,green,0.0892022605,2016,green,425.2306795,2017,yellow,81.4164091,2014,red,34.49,2018,red,,,,,,,7.9442791,2014,yellow,36.30719,2018,yellow,0.1827297213,2015,yellow,0.83584,2018,yellow,0.3293162031,2015,green,4.174101192,2012,red,1.484884629,2017,red,46.23920541,2018,orange,47,2016,red,45.7,2017,orange,50.7,2017,orange,25,2018,red,26.8,2017,red,66.1,2016,orange,40.92,2018,orange,17.26058477,2019,orange,3.50740509,2015,red,,,,141,2015,red,60.00003333,2018,yellow,43.15096978,47.98701881,42.69868099,57.99292671,55.35856989,52.5315436,64.86439263,67.13386573,24.68418875,21.59479286,29.79202344,85.96944658,97.90188575,35.61533613,69.78553552,45.43695831,34.17332171,red,orange,red,orange,orange,red,red,orange,red,orange,red,yellow,yellow,red,yellow,red,red
Central African Republic,cf,36.7,51,0.021978022,45.70234889,Central,LIC,4825711,661.2399677,77.13430136,2019,red,62,2008,red,,,,61.8,2016,red,40.7,2010,red,7.4,2010,yellow,7.5,2016,green,0.8798,2016,red,0.3409722243,2015,red,882,2015,red,40,2010,red,41.5,2017,red,121.5,2017,red,1.71,2017,red,32,2017,red,423,2017,red,9.543652877,2010,red,103.1104853,2017,red,21.88,2017,red,23.1,2016,orange,31.8,2015,red,105.7876,2016,red,30.297,2017,red,212,2016,red,47,2017,red,53,2016,red,3.475861922,2017,red,68.07992,2012,orange,4.3,2017,red,36.35627,2010,red,10,2016,red,67.9,2010,red,24.2,2010,red,8.6,2018,red,18.2,2019,orange,28.7,2011,red,53.57142857,2017,red,79.14707865,2018,green,54.14386029,2015,orange,25.08699975,2015,red,0.07,2014,green,0.3762281364,2010,green,0,2016,red,13.98511219,2016,red,0.97,2016,red,76.56702001,2015,green,8,2017,red,-5.153150818,2017,red,67.43,2018,yellow,22.2507059,2018,red,13.74594593,2017,red,60.9,2019,red,24.4,2017,red,1.928571,2018,orange,0,,red,0.0062899639,2016,red,4.743447204,2017,red,4.339254945,2017,red,56.15514517,2008,orange,4.49,2017,red,93.3,2014,red,42.87877259,2015,red,25.13293222,2017,red,56.828,2017,red,0.5,2012,green,0.5,2016,green,,,,0.9052031971,2010,green,0.731593459,2010,green,59.63094118,2018,green,0.08618774,2016,green,0.0566424037,2016,green,0,2017,green,,,,,,,,,,,,,,,,74.37049,2018,green,0.0578190731,2015,yellow,0.94378,2018,green,0.4751441386,2015,green,19.75737596,2016,red,34.55697449,2017,red,52.12467286,2017,orange,28.5,2016,red,27.1,2017,red,12.8,2017,red,26,2018,red,19.9,2017,red,61,2016,orange,35.25,2018,yellow,9.113163735,2019,red,1.85729097,2011,red,8.57,2009,orange,120,2015,red,35.55553333,2018,red,10.18376723,27.90137926,16.80290018,12.3143854,31.94948573,47.99260375,23.82898526,25.62680464,4.886094645,9.640640608,20.81629593,96.14328684,99.38374513,47.13963291,88.44966927,28.58064172,32.32745122,red,red,red,red,red,red,red,red,red,orange,red,green,green,gray,yellow,red,red
